MatchID,Season,SeasonID,Week,WeekID,TimeSlot,HomeTeamID,HomeTeam,HomeTeamCoach,HomeTeamRank,Arena,City,State,AwayTeamID,AwayTeam,AwayTeamCoach,AwayTeamRank,IsNeutralSite,IsInvitational,IsConference,IsConferenceTournament,IsCBI,IsNIT,IsTournament,IsNationalChampionship,GameTitle,NextGameID,HomeOrAway
12,2026,6,15,2615,B,138,UCI,subsequent,,Bren Events Center,Irvine,California,367,UWG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
13,2026,6,15,2615,B,318,TNTC,AI,,Eblen Center,Cookeville,TN,245,NAU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14,2026,6,15,2615,B,257,UPST,Viselli,,G. B. Hodge Center,Spartanburg,SC,267,NE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
15,2026,6,14,2614,A,161,ME,AI,,Cross Insurance Center,Orono,ME,56,MEMP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
16,2026,6,14,2614,A,272,CAMP,AI,,"John W. Pope, Jr. Convocation Center",Buies Creek,NC,125,WAST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
17,2026,6,14,2614,A,170,CSUF,AI,,Titan Gym,Fullerton,CA,252,HP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
18,2026,6,14,2614,A,112,CONN,CoachCartier,,Harry A. Gampel Pavilion[e],Storrs[n 5],Connecticut,151,CARK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
19,2026,6,14,2614,A,327,WCU,AI,,Ramsey Center,Cullowhee,NC,145,SEAU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
20,2026,6,14,2614,A,302,FAIR,AI,,Leo D. Mahoney Arena,Fairfield,CT,176,BRAD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
21,2026,6,14,2614,A,244,MTST,AI,,Brick Breeden Fieldhouse,Bozeman,MT,221,WIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
22,2026,6,14,2614,B,292,SIE,AI,,MVP Arena,Loudonville,NY,72,UNT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
23,2026,6,14,2614,B,210,MUR,AI,,CFSB Center,Murray,KY,299,SPU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
24,2026,6,14,2614,B,133,USD,AI,,Jenny Craig Pavilion,San Diego,California,87,RICE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
25,2026,6,14,2614,B,328,MER,AI,,Hawkins Arena,Macon,GA,298,RID,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
26,2026,6,14,2614,B,261,DREX,AI,,Daskalakis Athletic Center,Philadelphia,PA,119,UTST,Ewade,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
27,2026,6,14,2614,B,227,TAR,AI,,Wisdom Gymnasium,Stephenville,TX,167,UCSB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
28,2026,6,14,2614,B,94,USF,,,Yuengling Center,Tampa,Florida,199,XAV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
29,2026,6,14,2614,B,268,TOW,AI,,SECU Arena,Towson,MD,164,NJIT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
30,2026,6,14,2614,B,312,SEMO,AI,,Show Me Center,Cape Girardeau,MO,230,UTU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
31,2026,6,14,2614,B,250,CHSO,AI,,Buccaneer Field House,Bules Creek,NC,263,HAMP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
32,2026,6,13,2613,A,136,GEOT,AI,,Capital One Arena,"Washington, DC",District of Colombia,109,UAB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
33,2026,6,13,2613,A,325,UTC,AI,,McKenzie Arena,Chattanooga,TN,214,DU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
34,2026,6,13,2613,A,89,SDSU,EmeraldSeasSunshine,,Viejas Arena,San Diego,California,205,SCU,chaserck,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
35,2026,6,13,2613,A,240,EWU,David VanHousen,,Reese Court,Cheney,WA,177,DRKE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
36,2026,6,13,2613,A,196,PROV,AI,,Amica Mutual Pavilion,Providence,RI,175,BEL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
37,2026,6,13,2613,A,294,MSM,AI,,Knott Arena,Emmitsburg,MD,158,ALB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
38,2026,6,13,2613,A,326,ETSU,parkerstory26@gmail.com,,Freedom Hall Civic Center,Johnson City,TN,255,RAD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
39,2026,6,13,2613,A,211,UNI,AI,,McLeod Center,Cedar Falls,IA,173,CP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
40,2026,6,13,2613,A,313,TNST,AI,,Gentry Complex,Nashville,TN,322,SAM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
41,2026,6,13,2613,A,202,PAC,AI,,Alex G. Spanos Center,Stockton,CA,172,CSUB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
42,2026,6,13,2613,A,193,BUT,Benniebillracks5 ,,Hinkle Fieldhouse,Indianapolis,IN,265,MONM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
43,2026,6,13,2613,A,223,ACU,ArmTheSharks,,Moody Coliseum,Abilene,TX,249,WEB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
44,2026,6,13,2613,A,246,UNCO,AI,,Bank of Colorado Arena,Greeley,CO,224,CBU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
45,2026,6,13,2613,B,296,QUIN,dotNectar,,People's United Center,Hamden,CT,33,FRES,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
46,2026,6,13,2613,B,301,CAN,AI,,Koessler Athletic Center,Buffalo,NY,213,VAL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
47,2026,6,13,2613,B,108,TULS,AI,,Reynolds Center,Tulsa,Oklahoma,144,PORT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
48,2026,6,13,2613,B,324,WOF,WappyNemoberry,,Jerry Richardson Indoor Stadium,Spartanburg,SC,300,NIA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
49,2026,6,13,2613,B,262,ELON,AI,,Schar Center,Elon,NC,132,WICH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
50,2026,6,13,2613,B,243,MONT,AI,,Dahlberg Arena,Missoula,MT,165,UV,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
51,2026,6,13,2613,B,117,UTSA,Dakotagreer,,Convocation Center,San Antonio,Texas,198,VILL,Haschdei,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
52,2026,6,13,2613,B,154,UNA,AI,,Flowers Hall,Florence,AL,271,W&M,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
53,2026,6,13,2613,B,311,SIUE,AI,,Vadalabene Center,Edwardsville,IL,248,SSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
54,2026,6,13,2613,B,264,HOF,AI,,Mack Sports Complex,Hempstead,NY,254,PRE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
55,2026,6,12,2612,A,149,APSU,AI,,Dunn Center,Clarksville,TN,314,MORE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
56,2026,6,12,2612,A,13,BOIS,SeanH,,ExtraMile Arena,Boise,Idaho,99,TEMP,SandyToez,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
57,2026,6,12,2612,A,256,UNCA,AI,,Kimmel Arena,Asheville,NC,134,SMC,believer,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
58,2026,6,12,2612,A,329,UNCG,AI,,Greensboro Coliseum,Greensboro,NC,162,UML,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
59,2026,6,12,2612,A,207,INST,AI,,Hulman Center,Terre Haute,IN,168,UCR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
60,2026,6,12,2612,B,197,SJU,SyndaKyt,,Madison Square Garden[d],Queens,NY,25,CSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
61,2026,6,12,2612,B,317,USI,AI,,Screaming Eagles Arena,Evansville,IN,152,EKU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
62,2026,6,12,2612,B,204,SF,banana,,The Sobrato Center,San Francisco,CA,269,UNCW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
63,2026,6,12,2612,B,107,TLNE,kgreene829,,Devlin Fieldhouse,New Orleans,Louisiana,179,EVAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
64,2026,6,12,2612,B,356,SHU,AI,,William H. Pitt Center,Fairfield,CT,163,UNH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
65,2026,6,12,2612,B,231,UVU,AI,,UCCU Center,Orem,UT,321,FUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
66,2026,6,12,2612,B,242,IDST,alexfall862,,Holt Arena,Pocatello,ID,251,WEBB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
67,2026,6,11,2611,A,198,VILL,Haschdei,,Finneran Pavilion[f],Villanova,PA,103,TXST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
68,2026,6,11,2611,A,213,VAL,AI,,Athletics–Recreation Center,Valparaiso,IN,324,WOF,WappyNemoberry,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
69,2026,6,11,2611,A,263,HAMP,AI,,Hampton Convocation Center,Hampton,VA,316,LIN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
70,2026,6,11,2611,A,243,MONT,AI,,Dahlberg Arena,Missoula,MT,94,USF,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
71,2026,6,11,2611,A,257,UPST,Viselli,,G. B. Hodge Center,Spartanburg,SC,144,PORT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
72,2026,6,11,2611,A,367,UWG,AI,,The Coliseum,Carrollton,GA,131,UMBC,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
73,2026,6,11,2611,A,248,SSU,AI,,Hornets Nest,Sacramento,CA,298,RID,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
74,2026,6,11,2611,B,253,LONG,AI,,Willett Hall,Farmville,VA,270,STBK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
75,2026,6,11,2611,B,297,MRST,wintersb,,McCann Arena,Poughkeepsie,NY,174,CSUN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
76,2026,6,11,2611,B,160,BRY,AI,,Chace Athletic Center,Smithfield,RI,319,LR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
77,2026,6,11,2611,B,178,UIC,AI,,Credit Union 1 Arena,Chicago,IL,320,EIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
78,2026,6,11,2611,B,140,DPU,LordLittlebutt,,Wintrust Arena[c],Chicago,Illinois,200,GONZ,RJ Broadway Barrett,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
79,2026,6,11,2611,B,169,UCSD,kyletrask11,,RIMAC Arena,San Diego,CA,225,SUU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
80,2026,6,11,2611,B,20,CHAR,AI,,Dale F. Halton Arena,Charlotte,North Carolina,330,VMI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
81,2026,6,10,2610,A,293,IONA,AI,,Hynes Athletic Center,New Rochelle,NY,268,TOW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
82,2026,6,10,2610,A,312,SEMO,AI,,Show Me Center,Cape Girardeau,MO,301,CAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
83,2026,6,10,2610,A,132,WICH,AI,,Charles Koch Arena[b],Wichita,Kansas,264,HOF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
84,2026,6,10,2610,A,267,NE,AI,,Matthews Arena,Boston,MA,299,SPU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
85,2026,6,10,2610,A,204,SF,banana,,The Sobrato Center,San Francisco,CA,227,TAR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
86,2026,6,10,2610,A,197,SJU,SyndaKyt,,Madison Square Garden[d],Queens,NY,164,NJIT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
87,2026,6,10,2610,A,72,UNT,AI,,UNT Coliseum,Denton,Texas,231,UVU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
88,2026,6,10,2610,A,242,IDST,alexfall862,,Holt Arena,Pocatello,ID,119,UTST,Ewade,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
89,2026,6,10,2610,A,179,EVAN,AI,,Ford Center,Evansville,Indiana,250,CHSO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
90,2026,6,10,2610,A,31,FAU,AI,,FAU Arena,Boca Raton,Florida,321,FUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
91,2026,6,10,2610,B,258,WIN,AI,,Winthrop Coliseum,Rock Hill,SC,244,MTST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
92,2026,6,10,2610,B,266,NCAT,AI,,Corbett Sports Center,Greensboro,NC,159,BING,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
93,2026,6,10,2610,B,315,UTM,AI,,Kathleen and Tom Elam Center,Martin,TN,112,CONN,CoachCartier,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
94,2026,6,10,2610,B,170,CSUF,AI,,Titan Gym,Fullerton,CA,327,WCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
95,2026,6,10,2610,B,176,BRAD,AI,,Carver Arena,Peoria,IL,83,ORST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
96,2026,6,10,2610,B,145,SEAU,AI,,Climate Pledge Arena,Seattle,Washington,228,UTA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
97,2026,6,10,2610,B,27,ECU,AI,,Williams Arena at Minges Coliseum,Greenville,North Carolina,362,MRMK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
98,2026,6,9,2609,A,247,PRST,AI,,Viking Pavilion,Portland,OR,254,PRE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
99,2026,6,9,2609,A,171,LBSU,AI,,Walter Pyramid,Long Beach,CA,272,CAMP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
100,2026,6,9,2609,A,154,UNA,AI,,Flowers Hall,Florence,AL,302,FAIR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
101,2026,6,9,2609,A,201,LMU,AI,,Gersten Pavilion,Los Angeles,CA,311,SIUE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
102,2026,6,9,2609,A,56,MEMP,AI,,FedExForum,Memphis,Tennessee,206,HALL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
103,2026,6,9,2609,A,208,ILST,Ape,,CEFCU Arena,Normal,IL,165,UV,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
104,2026,6,9,2609,A,323,CIT,AI,,McAlister Field House,Charleston,SC,33,FRES,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
105,2026,6,9,2609,B,230,UTU,AI,,Burns Arena,St. George,UT,221,WIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
106,2026,6,9,2609,B,252,HP,AI,,Nido & Mariana Qubein Arena and Conference Center,High Point,NC,161,ME,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
107,2026,6,9,2609,B,259,COFC,CRMO15,,TD Arena,Charleston,SC,133,USD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
108,2026,6,9,2609,B,167,UCSB,AI,,UC Santa Barbara Events Center,Santa Barbara,CA,295,MAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
109,2026,6,9,2609,B,125,WAST,AI,,Beasley Coliseum,Pullman,Washington,199,XAV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
110,2026,6,9,2609,B,151,CARK,AI,,Farris Center,Conway,AR,210,MUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
111,2026,6,9,2609,B,99,TEMP,SandyToez,,Liacouras Center[a],Philadelphia,Pennsylvania,328,MER,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
112,2026,6,8,2608,A,152,EKU,AI,,Alumni Coliseum,Richmond,KY,157,STET,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
113,2026,6,8,2608,A,217,NDSU,AI,,Scheels Center,Fargo,ND,153,LIP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
114,2026,6,8,2608,A,317,USI,AI,,Screaming Eagles Arena,Evansville,IN,303,NORF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
115,2026,6,8,2608,A,304,NCCU,AI,,McDougald–McLendon Arena,Durham,NC,220,SDAK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
116,2026,6,8,2608,A,305,HOW,AI,,Burr Gymnasium,Washington,DC,218,ORU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
117,2026,6,8,2608,A,306,UMES,AI,,Hytche Athletic Center,Princess Anne,MD,330,VMI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
118,2026,6,8,2608,A,219,STMN,AI,,Schoenecker Arena,Saint Paul,MN,291,YALE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
119,2026,6,8,2608,A,310,SCST,AI,,SHM Memorial Center,Orangeburg,SC,140,DPU,LordLittlebutt,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
120,2026,6,8,2608,A,288,PENN,AI,,Palestra,Philadelphia,PA,156,QUOC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
121,2026,6,8,2608,A,308,COPP,AI,,Physical Education Complex,Baltimore,MD,287,DART,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
122,2026,6,8,2608,A,163,UNH,AI,,Lundholm Gym,Durham,NH,284,BRWN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
123,2026,6,8,2608,A,378,UWF,AI,,UWF Field House,Pensacola,FL,297,MRST,wintersb,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
124,2026,6,8,2608,A,215,KCU,AI,,Swinney Recreation Center,Kansas City,MO,270,STBK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
125,2026,6,8,2608,A,174,CSUN,AI,,Premier America Credit Union Arena,Northridge,CA,143,UNOM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
126,2026,6,8,2608,A,290,PRIN,Gluecows,,Jadwin Gymnasium,Princeton,NJ,155,UNF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
127,2026,6,8,2608,A,225,SUU,AI,,America First Event Center,Cedar City,UT,216,UND,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
128,2026,6,8,2608,A,289,HARV,,,Lavietes Pavilion,Cambridge,MA,307,MORG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
129,2026,6,8,2608,A,251,WEBB,AI,,Paul Porter Arena,Boiling Springs,NC,178,UIC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
130,2026,6,8,2608,A,309,DSU,AI,,Memorial Hall,Dover,DE,141,FGCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
131,2026,6,8,2608,A,285,COLU,AI,,Levien Gymnasium,New York,NY,150,BELL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
132,2026,6,8,2608,A,286,COR,AI,,Newman Arena,Ithaca,NY,169,UCSD,kyletrask11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
133,2026,6,8,2608,A,25,CSU,AI,,Moby Arena,Fort Collins,Colorado,20,CHAR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
134,2026,6,8,2608,B,203,PEPP,AI,,Firestone Fieldhouse,Malibu,CA,288,PENN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
135,2026,6,8,2608,B,269,UNCW,AI,,Trask Coliseum,Wilmington,NC,156,QUOC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
136,2026,6,8,2608,B,245,NAU,AI,,Walkup Skydome,Flagstaff,AZ,215,KCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
137,2026,6,8,2608,B,292,SIE,AI,,MVP Arena,Loudonville,NY,318,TNTC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
138,2026,6,8,2608,B,153,LIP,AI,,Allen Arena,Nashville,TN,262,ELON,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
139,2026,6,8,2608,B,286,COR,AI,,Newman Arena,Ithaca,NY,219,STMN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
140,2026,6,8,2608,B,220,SDAK,AI,,Sanford Coyote Sports Center,Vermillion,SD,307,MORG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
