MatchID,Season,SeasonID,Week,WeekID,TimeSlot,HomeTeamID,HomeTeam,HomeTeamCoach,HomeTeamRank,Arena,City,State,AwayTeamID,AwayTeam,AwayTeamCoach,AwayTeamRank,IsNeutralSite,IsInvitational,IsConference,IsConferenceTournament,IsCBI,IsNIT,IsTournament,IsNationalChampionship,GameTitle,NextGameID,HomeOrAway
68,2026,6,1,2601,A,216,UND,AI,,Betty Engelstad Sioux Center,Grand Forks,ND,4,APST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
69,2026,6,1,2601,A,241,IDHO,TuscanSota,,Idaho Central Credit Union Arena,Moscow,ID,354,CHST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
70,2026,6,1,2601,A,69,UNM,AI,,The Pit,Albuquerque,New Mexico,48,LU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
71,2026,6,1,2601,A,227,TAR,AI,,Wisdom Gymnasium,Stephenville,TX,212,SIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
72,2026,6,1,2601,A,104,TTU,AI,,United Supermarkets Arena,Lubbock,Texas,272,CAMP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
73,2026,6,1,2601,A,281,RMU,AI,,UPMC Events Center,Moon Township,PA,347,UAPB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
74,2026,6,1,2601,A,94,USF,Zyrok,,Yuengling Center,Tampa,Florida,372,HILO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
75,2026,6,1,2601,A,156,QUOC,AI,,Curry Arena,Charlotte,NC,65,NAVY,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
76,2026,6,1,2601,A,107,TLNE,kgreene829,,Devlin Fieldhouse,New Orleans,Louisiana,339,UNO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
77,2026,6,1,2601,A,149,APSU,AI,,Dunn Center,Clarksville,TN,213,VAL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
78,2026,6,1,2601,A,53,LSU,AI,,Pete Maravich Assembly Center,Baton Rouge,Louisiana,166,UCD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
79,2026,6,1,2601,A,9,ARMY,DarkTaker,,Christl Arena,West Point,New York,130,WYOM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
80,2026,6,1,2601,A,195,MARQ,Newkbomb,,Fiserv Forum,Milwaukee,WI,123,WAKE,Qupax,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
81,2026,6,1,2601,A,99,TEMP,SandyToez,,Liacouras Center[a],Philadelphia,Pennsylvania,242,IDST,alexfall862,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
82,2026,6,1,2601,A,44,KANS,bundy,,Allen Fieldhouse,Lawrence,Kansas,22,CLEM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
83,2026,6,1,2601,A,30,FLA,AI,,O'Connell Center,Gainesville,Florida,265,MONM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
84,2026,6,1,2601,A,52,LOU,AI,,KFC Yum! Center,Louisville,Kentucky,38,HAWI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
85,2026,6,1,2601,A,239,L-MD,imitate214,,Reitz Arena,Baltimore,MD,141,FGCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
86,2026,6,1,2601,A,312,SEMO,AI,,Show Me Center,Cape Girardeau,MO,167,UCSB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
87,2026,6,1,2601,A,8,ARST,AI,,First National Bank Arena,Jonesboro,Arkansas,322,SAM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
88,2026,6,1,2601,A,119,UTST,Ewade,,Smith Spectrum,Logan,Utah,358,FDU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
89,2026,6,1,2601,A,82,OREG,AI,,Matthew Knight Arena,Eugene,Oregon,320,EIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
90,2026,6,1,2601,A,187,LAS,AI,,Tom Gola Arena,Philadelphia,PA,13,BOIS,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
91,2026,6,1,2601,A,225,SUU,AI,,America First Event Center,Cedar City,UT,127,WKU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
92,2026,6,1,2601,A,276,IUI,AI,,Indiana Farmers Coliseum,Indianapolis,IN,304,NCCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
93,2026,6,1,2601,A,67,NEB,alexfall862,,Pinnacle Bank Arena,Lincoln,Nebraska,271,W&M,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
94,2026,6,1,2601,A,252,HP,AI,,Nido & Mariana Qubein Arena and Conference Center,High Point,NC,124,WASH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
95,2026,6,1,2601,A,234,BUCK,AI,,Sojka Pavilion,Lewisburg,PA,37,GT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
96,2026,6,1,2601,A,204,SF,banana,,The Sobrato Center,San Francisco,CA,370,NH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
97,2026,6,1,2601,A,128,WMU,Jieret,,University Arena,Kalamazoo,Michigan,91,SMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
98,2026,6,1,2601,A,139,SDST,Minnow,,Frost Arena,Brookings,South Dakota,288,PENN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
99,2026,6,1,2601,A,289,HARV,Jim West,,Lavietes Pavilion,Cambridge,MA,332,NWST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
100,2026,6,1,2601,A,43,IAST,curtismc,,Hilton Coliseum,Ames,Iowa,314,MORE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
101,2026,6,1,2601,A,297,MRST,wintersb,,McCann Arena,Poughkeepsie,NY,371,GSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
102,2026,6,1,2601,A,189,URI,AI,,Ryan Center,Kingston,RI,249,WEB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
103,2026,6,1,2601,A,100,TENN,tsweezy,,Thompson–Boling Arena,Knoxville,Tennessee,310,SCST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
104,2026,6,1,2601,A,114,UNLV,stevo,,Thomas & Mack Center,Las Vegas[n 6],Nevada,188,LUC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
105,2026,6,1,2601,A,66,NCST,AI,,PNC Arena,Raleigh,North Carolina,292,SIE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
106,2026,6,1,2601,A,122,VT,AI,,Cassell Coliseum,Blacksburg,Virginia,321,FUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
107,2026,6,1,2601,A,7,ARK,bbigguns92,,Bud Walton Arena,Fayetteville,Arkansas,286,COR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
108,2026,6,1,2601,A,238,LEH,AI,,Stabler Arena,Bethlehem,PA,209,MOST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
109,2026,6,1,2601,A,113,MASS,AI,,Mullins Center,Amherst,Massachusetts,359,STO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
110,2026,6,1,2601,A,190,RICH,AI,,Robins Center,Richmond,VA,367,UWG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
111,2026,6,1,2601,A,86,PURD,MasonAsher,,Mackey Arena,West Lafayette,Indiana,226,SFA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
112,2026,6,1,2601,A,364,UOG,AI,,Calvo Field House,Mangilao,GM,251,WEBB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
113,2026,6,1,2601,A,11,BALL,Patzekuchen,,Worthen Arena,Muncie,Indiana,134,SMC,believer,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
114,2026,6,1,2601,A,15,BGSU,PoopyRhinoPickle,,Stroh Center,Bowling Green,Ohio,260,DEL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
115,2026,6,1,2601,A,317,USI,AI,,Screaming Eagles Arena,Evansville,IN,145,SEAU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
116,2026,6,1,2601,A,328,MER,AI,,Hawkins Arena,Macon,GA,270,STBK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
117,2026,6,1,2601,A,72,UNT,AI,,UNT Coliseum,Denton,Texas,250,CHSO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
118,2026,6,1,2601,A,24,COLO,Bingo415,,CU Events Center,Boulder,Colorado,115,USC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
119,2026,6,1,2601,A,126,WVU,smackemz3,,WVU Coliseum,Morgantown,West Virginia,248,SSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
120,2026,6,1,2601,A,208,ILST,Ape,,CEFCU Arena,Normal,IL,5,ZONA,LyonsinLex,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
121,2026,6,1,2601,A,133,USD,AI,,Jenny Craig Pavilion,San Diego,California,150,BELL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
122,2026,6,1,2601,A,34,UGA,Sarge,,Stegeman Coliseum,Athens,Georgia,152,EKU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
123,2026,6,1,2601,A,138,UCI,subsequent,,Bren Events Center,Irvine,California,220,SDAK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
124,2026,6,1,2601,A,1,USAF,Naph,,Cadet Field House,Colorado Springs,Colorado,264,HOF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
125,2026,6,1,2601,A,74,NW,Willow,,Welsh–Ryan Arena,Evanston,Illinois,144,PORT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
126,2026,6,1,2601,A,340,HCU,AI,,Sharp Gymnasium,Houston,TX,29,FIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
127,2026,6,1,2601,A,92,USA,AI,,Mitchell Center,Mobile,Alabama,377,USPF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
128,2026,6,1,2601,A,291,YALE,AI,,John J. Lee Amphitheater,New Haven,CT,269,UNCW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
129,2026,6,1,2601,A,110,UCF,Wooden,,Addition Financial Arena,Orlando,Florida,16,BUFF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
130,2026,6,1,2601,A,41,IND,Piercewise1,,Simon Skjodt Assembly Hall,Bloomington,Indiana,247,PRST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
131,2026,6,1,2601,A,142,JU,Ricky Campbell,,Swisher Gymnasium,Jacksonville,Florida,348,FAMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
132,2026,6,1,2601,A,17,BYU,Bellwood,,Marriott Center,Provo,Utah,201,LMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
133,2026,6,1,2601,A,96,STAN,dibi74,,Maples Pavilion,Stanford,California,325,UTC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
134,2026,6,1,2601,A,233,BU,chadbird,,Case Gym,Boston,MA,313,TNST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
135,2026,6,1,2601,A,174,CSUN,AI,,Premier America Credit Union Arena,Northridge,CA,143,UNOM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
136,2026,6,1,2601,A,329,UNCG,AI,,Greensboro Coliseum,Greensboro,NC,210,MUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
137,2026,6,1,2601,A,193,BUT,Benniebillracks5 ,,Hinkle Fieldhouse,Indianapolis,IN,285,COLU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
138,2026,6,1,2601,A,79,OKST,AI,,Gallagher-Iba Arena,Stillwater,Oklahoma,352,JXST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
