MatchID,Season,SeasonID,Week,WeekID,TimeSlot,HomeTeamID,HomeTeam,HomeTeamCoach,HomeTeamRank,Arena,City,State,AwayTeamID,AwayTeam,AwayTeamCoach,AwayTeamRank,IsNeutralSite,IsInvitational,IsConferenceTournament,IsCBI,IsNIT,IsTournament,IsNationalChampionship,GameTitle,NextGameID,HomeOrAway
42,2026,6,1,2601,A,364,UOG,AI,,Calvo Field House,Mangilao,GM,217,NDSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
43,2026,6,1,2601,A,70,NMSU,Rabbit,,Pan American Center,Las Cruces,New Mexico,225,SUU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
44,2026,6,1,2601,A,310,SCST,AI,,SHM Memorial Center,Orangeburg,SC,247,PRST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
45,2026,6,1,2601,A,168,UCR,AI,,Student Recreation Center Arena,Riverside,CA,243,MONT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
46,2026,6,1,2601,A,177,DRKE,AI,,Knapp Center,Des Moines,IA,305,HOW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
47,2026,6,1,2601,A,97,CUSE,Diesel.be,,JMA Wireless Dome,Syracuse,New York,53,LSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
48,2026,6,1,2601,A,214,DU,AI,,Magness Arena,Denver,CO,304,NCCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
49,2026,6,1,2601,A,1,USAF,Naph,,Cadet Field House,Colorado Springs,Colorado,153,LIP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
50,2026,6,1,2601,A,179,EVAN,AI,,Ford Center,Evansville,Indiana,46,KENT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
51,2026,6,1,2601,A,208,ILST,Ape,,CEFCU Arena,Normal,IL,329,UNCG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
52,2026,6,1,2601,A,209,MOST,AI,,Great Southern Bank Arena,Springfield,MO,343,PV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
53,2026,6,1,2601,A,253,LONG,AI,,Willett Hall,Farmville,VA,206,HALL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
54,2026,6,1,2601,A,10,AUB,AI,,Neville Arena,Auburn,Alabama,35,GASO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
55,2026,6,1,2601,A,240,EWU,David VanHousen,,Reese Court,Cheney,WA,219,STMN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
56,2026,6,1,2601,A,112,CONN,CoachCartier,,Harry A. Gampel Pavilion[e],Storrs[n 5],Connecticut,37,GT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
57,2026,6,1,2601,A,111,UCLA,jmjacobs,,Pauley Pavilion,Los Angeles,California,207,INST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
58,2026,6,1,2601,A,26,DUKE,kaydennpierce,,Cameron Indoor Stadium,Durham,North Carolina,301,CAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
59,2026,6,1,2601,A,96,STAN,dibi74,,Maples Pavilion,Stanford,California,274,DETM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
60,2026,6,1,2601,A,143,UNOM,AI,,Baxter Arena,Omaha,Nebraska,249,WEB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
61,2026,6,1,2601,A,71,UNC,AI,,Dean Smith Center,Chapel Hill,North Carolina,155,UNF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
62,2026,6,1,2601,A,349,ALST,AI,,Dunn–Oliver Acadome,Montgomery,AL,8,ARST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
63,2026,6,1,2601,A,220,SDAK,AI,,Sanford Coyote Sports Center,Vermillion,SD,262,ELON,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
64,2026,6,1,2601,A,36,GAST,AI,,Georgia State Convocation Center,Atlanta,Georgia,150,BELL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
65,2026,6,1,2601,A,361,LIU,AI,,Steinberg Wellness Center,Brooklyn,NY,372,HILO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
66,2026,6,1,2601,A,44,KANS,bundy,,Allen Fieldhouse,Lawrence,Kansas,321,FUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
67,2026,6,1,2601,A,297,MRST,wintersb,,McCann Arena,Poughkeepsie,NY,257,UPST,Viselli,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
68,2026,6,1,2601,A,275,UWGB,AI,,Resch Center,Green Bay,WI,137,SBON,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
69,2026,6,1,2601,A,360,SFPA,TCM12,,DeGol Arena,Loretto,PA,323,CIT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
70,2026,6,1,2601,A,126,WVU,smackemz3,,WVU Coliseum,Morgantown,West Virginia,298,RID,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
71,2026,6,1,2601,A,213,VAL,AI,,Athletics–Recreation Center,Valparaiso,IN,283,YSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
72,2026,6,1,2601,A,20,CHAR,AI,,Dale F. Halton Arena,Charlotte,North Carolina,351,MSVU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
73,2026,6,1,2601,A,123,WAKE,Qupax,,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,North Carolina,93,SOCA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
74,2026,6,1,2601,A,348,FAMU,AI,,Al Lawson Center,Tallahassee,FL,161,ME,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
75,2026,6,1,2601,A,160,BRY,AI,,Chace Athletic Center,Smithfield,RI,84,PNST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
76,2026,6,1,2601,A,185,GMU,AI,,EagleBank Arena,Fairfax,VA,29,FIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
77,2026,6,1,2601,A,325,UTC,AI,,McKenzie Arena,Chattanooga,TN,30,FLA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
78,2026,6,1,2601,A,330,VMI,AI,,Cameron Hall,Lexington,VA,226,SFA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
79,2026,6,1,2601,A,289,HARV,Jim West,,Lavietes Pavilion,Cambridge,MA,327,WCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
80,2026,6,1,2601,A,194,CREI,AI,,CHI Health Center Omaha,Omaha,NE,270,STBK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
81,2026,6,1,2601,A,78,OKLA,AI,,Lloyd Noble Center,Norman,Oklahoma,88,RUTG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
82,2026,6,1,2601,A,100,TENN,tsweezy,,Thompson–Boling Arena,Knoxville,Tennessee,277,MILW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
83,2026,6,1,2601,A,62,MINN,AI,,Williams Arena,Minneapolis,Minnesota,178,UIC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
84,2026,6,1,2601,A,128,WMU,Jieret,,University Arena,Kalamazoo,Michigan,9,ARMY,DarkTaker,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
85,2026,6,1,2601,A,95,USM,AI,,Reed Green Coliseum,Hattiesburg,Mississippi,280,PFW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
86,2026,6,1,2601,A,142,JU,Ricky Campbell,,Swisher Gymnasium,Jacksonville,Florida,162,UML,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
87,2026,6,1,2601,A,334,SELA,AI,,University Center,Hammond,LA,175,BEL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
88,2026,6,1,2601,A,326,ETSU,parkerstory26@gmail.com,,Freedom Hall Civic Center,Johnson City,TN,258,WIN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
89,2026,6,1,2601,A,154,UNA,AI,,Flowers Hall,Florence,AL,132,WICH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
90,2026,6,1,2601,A,67,NEB,alexfall862,,Pinnacle Bank Arena,Lincoln,Nebraska,357,LEM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
91,2026,6,1,2601,A,285,COLU,AI,,Levien Gymnasium,New York,NY,311,SIUE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
92,2026,6,1,2601,A,229,RGV,AI,,UTRGV Fieldhouse,Edinburg,TX,180,JMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
93,2026,6,1,2601,A,98,TCU,AI,,Schollmaier Arena,Fort Worth,Texas,255,RAD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
94,2026,6,1,2601,A,17,BYU,Bellwood,,Marriott Center,Provo,Utah,60,MIST,IzzoLover,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
95,2026,6,1,2601,A,252,HP,AI,,Nido & Mariana Qubein Arena and Conference Center,High Point,NC,375,TUV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
96,2026,6,1,2601,A,303,NORF,AI,,Joseph G. Echols Memorial Hall,Norfolk,VA,353,HART,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
97,2026,6,1,2601,A,356,SHU,AI,,William H. Pitt Center,Fairfield,CT,163,UNH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
98,2026,6,1,2601,A,15,BGSU,PoopyRhinoPickle,,Stroh Center,Bowling Green,Ohio,188,LUC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
99,2026,6,1,2601,A,171,LBSU,AI,,Walter Pyramid,Long Beach,CA,268,TOW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
100,2026,6,1,2601,A,51,LT,AI,,Thomas Assembly Center,Ruston,Louisiana,202,PAC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
101,2026,6,1,2601,A,193,BUT,Benniebillracks5 ,,Hinkle Fieldhouse,Indianapolis,IN,358,FDU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
102,2026,6,1,2601,A,56,MEMP,AI,,FedExForum,Memphis,Tennessee,68,NEV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
103,2026,6,1,2601,A,75,ND,Tarheelguy43,,Edmund P. Joyce Center,South Bend,Indiana,251,WEBB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
104,2026,6,1,2601,A,239,L-MD,imitate214,,Reitz Arena,Baltimore,MD,312,SEMO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
105,2026,6,1,2601,A,197,SJU,SyndaKyt,,Madison Square Garden[d],Queens,NY,254,PRE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
106,2026,6,1,2601,A,25,CSU,AI,,Moby Arena,Fort Collins,Colorado,248,SSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
107,2026,6,1,2601,A,127,WKU,AI,,E. A. Diddle Arena,Bowling Green,Kentucky,54,MRSH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
108,2026,6,1,2601,A,13,BOIS,AI,,ExtraMile Arena,Boise,Idaho,196,PROV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
109,2026,6,1,2601,A,369,MRCY,AI,,Mercyhurst Athletic Center,Erie,Pennsylvania,158,ALB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
110,2026,6,1,2601,A,106,TROY,AI,,Trojan Arena,Troy,Alabama,309,DSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
111,2026,6,1,2601,A,290,PRIN,Gluecows,,Jadwin Gymnasium,Princeton,NJ,134,SMC,believer,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
112,2026,6,1,2601,A,344,ALCN,AI,,Davey Whitney Complex,Lorman,MS,109,UAB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
113,2026,6,1,2601,A,218,ORU,AI,,Mabee Center,Tulsa,OK,244,MTST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
114,2026,6,1,2601,A,278,NKU,AI,,Truist Arena,Highland Heights,KY,294,MSM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
115,2026,6,1,2601,A,49,ULL,AI,,Cajundome,Lafayette,Louisiana,260,DEL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
116,2026,6,1,2601,A,190,RICH,AI,,Robins Center,Richmond,VA,341,GRAM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
117,2026,6,1,2601,A,45,KSST,florodude,,Bramlage Coliseum,Manhattan,Kansas,286,COR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
118,2026,6,1,2601,A,24,COLO,Bingo415,,CU Events Center,Boulder,Colorado,337,NICH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
119,2026,6,1,2601,A,159,BING,AI,,Binghamton University Events Center,Vestal,NY,359,STO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
120,2026,6,1,2601,A,224,CBU,AI,,CBU Events Center,Riverside,CA,347,UAPB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
121,2026,6,1,2601,A,189,URI,AI,,Ryan Center,Kingston,RI,151,CARK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
122,2026,6,1,2601,A,32,FSU,AI,,Donald L. Tucker Civic Center,Tallahassee,Florida,191,JOES,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
123,2026,6,1,2601,A,233,BU,chadbird,,Case Gym,Boston,MA,306,UMES,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
124,2026,6,1,2601,A,234,BUCK,AI,,Sojka Pavilion,Lewisburg,PA,152,EKU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
125,2026,6,1,2601,A,73,NIU,AI,,Convocation Center,DeKalb,Illinois,92,USA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
126,2026,6,1,2601,A,246,UNCO,AI,,Bank of Colorado Arena,Greeley,CO,371,GSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
127,2026,6,1,2601,A,181,DAV,Mightydog135,,John M. Belk Arena,Davidson,NC,91,SMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
128,2026,6,1,2601,A,94,USF,Zyrok,,Yuengling Center,Tampa,Florida,264,HOF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
129,2026,6,1,2601,A,165,UV,iToxickiddy,,Patrick Gym,Burlington,VT,267,NE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
130,2026,6,1,2601,A,164,NJIT,AI,,Wellness and Events Center,Newark,NJ,4,APST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
131,2026,6,1,2601,A,22,CLEM,AI,,Littlejohn Coliseum,Clemson,South Carolina,293,IONA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
132,2026,6,1,2601,A,307,MORG,AI,,Talmadge L. Hill Field House,Baltimore,MD,266,NCAT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
133,2026,6,1,2601,A,174,CSUN,AI,,Premier America Credit Union Arena,Northridge,CA,58,MIAO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
134,2026,6,1,2601,A,47,UKEN,Ezaco,,Rupp Arena,Lexington,Kentucky,28,EMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
135,2026,6,1,2601,A,110,UCF,Wooden,,Addition Financial Arena,Orlando,Florida,342,BCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
136,2026,6,1,2601,A,12,BAYL,Vivid,,Ferrell Center,Waco,Texas,119,UTST,Ewade,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
137,2026,6,1,2601,A,89,SDSU,EmeraldSeasSunshine,,Viejas Arena,San Diego,California,362,MRMK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
138,2026,6,1,2601,A,250,CHSO,AI,,Buccaneer Field House,Bules Creek,NC,211,UNI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
139,2026,6,1,2601,A,222,GCU,AI,,GCU Arena,Phoenix,AZ,105,TLDO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
140,2026,6,1,2601,A,377,USPF,AI,,Vodafone Arena,Suva,FI,19,CMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
141,2026,6,1,2601,A,43,IAST,curtismc,,Hilton Coliseum,Ames,Iowa,263,HAMP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
142,2026,6,1,2601,A,16,BUFF,AI,,Alumni Arena,Buffalo,New York,176,BRAD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
143,2026,6,1,2601,A,18,CAL,AI,,Haas Pavilion,Berkeley,California,271,W&M,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
144,2026,6,1,2601,A,138,UCI,subsequent,,Bren Events Center,Irvine,California,90,SJSU,Chandler1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
145,2026,6,1,2601,A,370,NH,AI,,The Jeffrey P. Hazell Center,West Haven,CT,72,UNT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
146,2026,6,1,2601,A,166,UCD,AI,,The Pavilion at ARC,Davis,CA,115,USC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
