id,player_id,first_name,last_name,position,archetype,team_id,team_abbr,age,year,state,country,height,stars,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,personality,free_agency,recruiting_bias,work_ethic,academic_bias,is_redshirt,is_redshirting,has_graduated,has_progressed,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,will_declare,previous_team_id,previous_team,will_transfer,leaving_status,transfer_status,transfer_likeliness,recruiting_bias_value,legacy_id,relative_id,notes,relative_type,created_at,updated_at,deleted_at,defense
435,435,Shawn,Moore,PF,"Pure Defender",194,CREI,22,4,Minnesota,USA,6-7,3,67,12,5,10,14,17,16,13,14,B+,14,37,12,36,78,12,9,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,1,0,1,1,1,4,8.795792567869444,4.547242789984762,4.2933356902647395,C,PF,,29,7,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:55:27.590","2025-12-11 23:30:27.289",NULL,0
436,436,Saul,Collins,PG,All-Around,98,TCU,22,4,California,USA,5-11,2,44,5,13,20,11,9,11,5,6,A,64,37,4,0,70,16,9,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,1,1,1,1,1,1,1,0,7,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:26:03.245","2026-01-14 21:34:58.021",NULL,0
437,437,Reginald,Hernandez,SF,"Pure Defender",208,ILST,22,4,,Slovenia,6-6,3,62,12,13,15,13,13,7,19,15,A-,79,46,10,0,73,13,7,0,,,0,0,Average,Average,Average,"Focuses on Max Reps","Less likely to get academic probation",0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,,,,0,0,0,0,197,SJU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:56:05.428","2026-02-14 10:00:01.963",NULL,0
438,438,Winston,Floyd,SF,"Pure Defender",89,SDSU,22,4,Indiana,USA,6-5,2,51,7,15,15,8,8,9,17,14,A,54,37,4,37,76,13,11,0,,,0,0,Average,Average,Average,Complacent,Tutor,0,0,0,1,1,0,0,0,0,1,1,0,3,4.713850255469489,9.18968750459806,4.164317572904316,SF,SG,,14,23,0,0,38,HAWI,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:27:24.313","2025-12-13 10:00:16.497",NULL,0
439,439,Kurtis,Crowell,PF,"Pure Defender",71,UNC,22,4,California,USA,6-5,4,75,23,10,7,14,15,16,11,11,A,90,37,16,33,73,4,14,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,8.063075741980919,2.710765227495689,4.594688814272984,C,PF,,29,4,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:33:45.780","2025-12-11 23:06:52.661",NULL,0
440,440,Juan,Clark,PF,All-Around,112,CONN,22,4,Virginia,USA,6-8,3,57,6,12,5,14,12,14,12,18,B+,6,42,7,0,77,15,11,0,,,0,0,Average,Average,Average,Average,"Wants to finish degree",0,0,0,1,1,0,0,1,1,1,1,1,6,0,0,0,SF,,,0,0,0,0,98,TCU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:43:57.112","2026-01-07 22:23:26.586",NULL,0
441,441,Ronnie,Nash,PG,"Mid-Range Magician",24,COLO,22,4,,Serbia,6-0,3,63,16,23,18,19,12,5,10,10,A-,4,35,11,30,65,14,9,0,,,0,0,Average,Average,Average,"Trolls on Discord",Distracted,1,0,0,1,1,0,0,0,1,1,0,0,3,1,13,13,SG,PG,,30,0,0,0,128,WMU,0,,0,,0,0,0,,0,"2023-04-17 23:49:21.214","2026-01-14 19:55:41.321",NULL,0
442,442,Edwin,Cross,PF,"Pure Defender",106,TROY,22,4,California,USA,6-7,2,49,14,4,5,7,6,14,13,8,A,11,40,6,0,80,13,15,0,,,0,0,Reserved,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,98,TCU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:53:45.772","2026-01-14 21:34:59.962",NULL,0
443,443,Wayne,Collins,PG,"Floor General",134,SMC,22,4,"North Carolina",USA,6-4,4,64,8,19,18,18,23,3,9,15,A-,67,48,11,2,79,13,14,0,,,0,0,Average,Average,"Prefers to play in a different state",Average,"Takes AP classes",0,0,0,1,0,0,0,0,1,0,1,1,3,0.1378690630387029,0.35015786669322885,0.2689849745418452,SG,,,2,0,0,0,27,ECU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:25:16.162","2025-12-13 10:00:38.809",NULL,0
444,444,Charles,Simmons,PG,3-and-D,360,SFPA,22,4,Kansas,USA,6-3,3,55,10,11,16,9,7,10,13,20,B,3,32,9,0,81,6,15,0,,,0,0,Average,"I'm the starter",Average,Average,Average,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,,,,0,0,0,0,59,MICH,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:31:24.320","2025-12-13 10:01:01.057",NULL,0
445,445,Robert,Garcia,PF,"Pure Defender",178,UIC,22,4,Indiana,USA,6-5,2,51,11,7,4,13,12,14,7,5,B,64,40,6,0,67,5,9,0,,,0,0,Average,"I'm the starter",Average,Average,"Less likely to get academic probation",0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:54:50.887","2026-01-28 16:01:01.142",NULL,0
446,446,Rosario,Nutt,PG,"Sharp Shooter",173,CP,22,4,Virginia,USA,6-4,1,51,6,16,22,14,19,5,4,5,A-,19,32,1,0,69,7,8,0,,,0,0,Focused,Average,"Prefers to play for a team with a rich history","Center of Attention",Average,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,5,ZONA,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:29:53.237","2026-01-14 21:35:56.734",NULL,0
447,447,Zachary,Martin,SG,"Sharp Shooter",110,UCF,22,4,Utah,USA,6-0,2,61,8,18,22,11,17,17,2,2,A+,78,40,6,0,86,10,14,0,,,0,0,Relaxed,"I'm the starter",Average,Average,Average,0,0,0,1,1,1,0,0,0,1,1,0,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:41:28.212","2026-02-14 10:00:01.963",NULL,0
448,448,Forrest,Barber,SF,,181,DAV,22,4,Connecticut,USA,6-7,3,68,17,22,12,15,6,19,11,10,A,21,45,11,45,78,9,8,0,,,0,0,Eccentric,Average,Average,Average,Average,0,0,0,1,1,0,0,0,0,1,0,0,2,9.035830274593206,8.39791707273779,2.8161324076289906,PF,SF,,25,20,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:53:01.372","2025-12-13 10:00:44.173",NULL,0
449,449,Brian,Castro,SF,,23,CCU,22,4,Missouri,USA,6-7,3,57,14,11,15,5,10,8,12,18,A-,38,35,9,35,82,9,15,0,,,0,0,Average,Average,Average,Lazy,"More likely to get academic probation",0,0,0,1,0,0,0,0,0,0,0,0,0,6.115615833659567,3.1905231998487147,9.765634081226969,PF,SF,,25,10,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:24:23.854","2026-02-14 22:01:09.375",NULL,0
450,450,Zaire,Ndiaye,PG,"Defensive Dawg",192,SLU,22,4,,Kenya,6-3,2,56,14,16,20,22,9,6,9,8,B+,60,37,6,11,81,8,8,0,,,0,0,Perfectionist,Loyal,Average,Average,Average,0,0,0,1,0,1,1,1,0,1,1,0,5,1.4787059899375152,1.861039187465528,1.7366565883861709,SG,,,11,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:55:02.217","2025-12-11 23:30:08.261",NULL,0
451,451,Arthur,Collins,PF,"Pure Defender",125,WAST,22,4,,Canada,6-7,4,67,8,12,10,15,15,14,16,20,A-,92,44,12,44,77,11,12,0,,,0,0,Average,Average,Average,Average,Tutor,0,0,0,1,0,1,0,1,0,0,0,0,2,8.781377504613872,8.717871298281937,4.457959803152266,C,PF,,15,29,0,0,0,,0,,0,,0,0,0,,0,"2023-04-17 23:44:19.599","2025-12-13 10:00:35.518",NULL,0
453,453,Gil,Laney,PF,"Pure Defender",9,ARMY,22,4,Florida,USA,6-8,2,54,15,16,4,9,5,11,16,13,B,41,37,6,37,78,7,6,0,,,0,0,Average,"Hates Tags",Legacy,Average,"Sits at the back of the class",0,0,0,1,0,0,0,0,0,0,0,0,0,7.874263811865192,8.747394470940268,2.3452541905087254,C,PF,,15,22,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:21:06.078","2025-12-12 10:00:09.442",NULL,0
454,454,Lyman,Mattison,SF,"Pure Defender",170,CSUF,22,4,Florida,USA,6-7,2,50,8,7,12,6,16,5,14,13,A-,44,38,4,33,75,12,14,0,,,0,0,Reserved,Average,Average,Quiet,"Has other priorities",0,0,0,1,0,0,0,0,0,0,0,0,0,5.518986085308728,4.921277185803813,4.452377432210583,PF,SF,,27,6,0,0,4,APST,NULL,NULL,0,Medium,0,0,0,,0,"2023-04-17 23:20:11.433","2025-12-11 23:25:46.342",NULL,0
455,455,Carl,Garcia,PF,All-Around,106,TROY,22,4,Michigan,USA,6-8,2,47,12,14,7,14,6,11,7,8,B-,26,33,8,0,67,8,15,0,,,0,0,Average,Average,Average,Average,"Naturally book smart",0,0,0,1,1,1,1,1,1,1,0,0,6,0,0,0,,,,0,0,0,0,6,AZST,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:20:35.070","2025-12-11 23:13:27.206",NULL,0
456,456,Adrian,Moreno,PG,"Floor General",16,BUFF,22,4,Maryland,USA,6-1,3,61,12,14,11,13,17,7,11,15,A+,58,47,12,27,94,7,16,0,,,0,0,Average,Average,Average,"Focuses on Max Weight",Average,0,0,0,1,0,0,1,0,0,0,0,1,2,4.421125072631307,4.25339360374093,2.236352652625007,SG,,,27,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:22:44.689","2026-02-14 22:00:44.225",NULL,0
457,457,Guy,Casey,PF,"Two-Way Wing",33,FRES,22,4,"New Hampshire",USA,6-7,1,46,11,2,13,8,5,8,13,18,B+,11,47,1,0,85,9,8,0,,,0,0,Disloyal,Loyal,Average,Average,Average,1,0,0,1,0,1,0,1,0,0,1,1,4,0,0,0,PF,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:51:18.844","2026-01-28 16:01:08.681",NULL,0
458,458,Henry,Kelly,PF,,86,PURD,22,4,Indiana,USA,6-8,3,58,8,14,22,8,9,17,12,9,A+,33,39,8,0,99,9,16,0,,,0,0,Average,Loyal,Average,Average,Average,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:36:40.661","2025-12-13 10:00:15.728",NULL,0
459,459,Robert,Bennett,SF,"Pure Defender",89,SDSU,22,4,Georgia,USA,6-6,2,51,14,8,9,9,9,9,11,12,A-,92,42,5,0,78,9,14,0,,,0,0,Average,Market-driven,Average,Average,"Never Studies",1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,106,TROY,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:51:18.419","2026-01-07 22:23:57.946",NULL,0
460,460,Harry,Bryant,PG,"Floor General",0,,22,4,D.C.,USA,6-4,3,60,14,5,8,3,10,18,14,13,A+,98,34,11,0,94,13,12,0,,,0,0,Average,"Hates Cleveland",Average,Average,"Takes AP classes",0,0,0,1,0,0,1,0,1,1,1,0,4,0,0,0,,,,0,0,0,0,106,TROY,NULL,NULL,2,,0,0,0,,0,"2023-04-17 23:35:53.677","2026-01-07 22:23:59.576",NULL,0
461,461,Jose,Hughes,C,"Rim Protector",40,ILLI,22,4,Oregon,USA,6-9,3,54,9,14,7,14,9,17,6,10,A,72,43,10,0,94,15,15,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,98,TCU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:22:04.263","2026-01-07 22:24:01.045",NULL,0
462,462,Isaac,Boucher,PG,"Floor General",97,CUSE,22,4,,France,6-4,1,47,10,14,9,10,16,6,6,3,A-,3,38,1,26,77,9,13,0,,,0,0,Dramatic,Average,Average,"Gym Rat",Average,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7989138602175614,5.178355990388295,2.6262278720321417,SG,,,26,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:38:50.334","2025-12-17 10:00:04.365",NULL,0
463,463,Cary,Mcdonald,PG,"Floor General",112,CONN,22,4,Virginia,USA,6-1,3,59,14,11,17,15,19,5,1,13,A+,67,47,8,0,89,17,9,0,,,0,0,Frail,"Hates Cleveland",Average,Average,"More likely to get academic probation",0,0,0,1,0,0,0,1,1,1,0,1,4,0,0,0,,,,0,0,0,0,136,GEOT,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:50:56.985","2025-12-13 10:00:30.267",NULL,0
464,464,Gerald,Torres,PF,"Pure Defender",123,WAKE,22,4,Florida,USA,6-6,3,56,11,14,7,12,10,18,6,7,B-,87,33,11,33,65,11,14,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,1,0,0,1,5.850334690472728,8.619526976510667,3.3650683199861007,PF,SF,,26,7,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:43:56.684","2025-12-13 10:00:34.230",NULL,0
465,465,Roy,Murphy,SG,"Dunk Specialist",82,OREG,22,4,Florida,USA,5-11,1,54,14,11,13,22,17,3,5,5,A,53,44,1,0,90,13,11,0,,,0,0,Popular,Average,"Prefers to play for an up-and-coming team",Average,Average,0,0,0,1,0,1,1,1,1,1,0,0,5,0,0,0,SF,SG,,0,0,0,0,222,GCU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:26:25.661","2026-01-14 21:38:22.203",NULL,0
466,466,Jerry,Perry,C,"Stretch Bigs",92,USA,22,4,Missouri,USA,6-10,4,71,13,6,13,7,16,17,17,17,A+,11,38,14,33,81,15,11,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,1,0,1,0,2,6.939577321040478,2.4247194074388405,9.20064365697245,C,PF,,25,8,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:37:51.699","2025-12-11 23:10:39.952",NULL,0
467,467,Victor,Anderson,SF,"Pure Defender",67,NEB,22,4,"New Hampshire",USA,6-7,3,61,9,12,14,11,6,14,17,23,A+,29,47,9,47,84,12,11,0,,,0,0,Paranoid,Average,Average,Average,Studious,1,0,0,1,0,0,0,0,0,1,1,1,3,8.532256962790607,9.039786725559667,4.037234060207689,SG,SF,,26,21,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:32:57.071","2025-12-13 10:00:10.249",NULL,0
468,468,Brandon,Parker,PG,"Sharp Shooter",138,UCI,21,3,Indiana,USA,6-3,1,37,5,15,20,12,11,2,4,5,A+,4,32,1,0,93,10,12,0,,,0,0,Disloyal,"Hates Tags",Average,Average,Average,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,141,FGCU,0,,0,,0,0,0,,0,"2023-04-17 23:50:28.683","2026-01-21 16:00:10.666",NULL,0
469,469,Adam,King,PG,"Floor General",100,TENN,22,4,Florida,USA,6-4,3,65,13,22,14,22,24,2,2,13,A,13,36,11,36,86,12,11,0,,,0,0,Average,Average,Average,"Skips Leg Day","Seeks out tutoring",0,0,0,1,0,0,0,0,1,0,0,1,2,6.031527327472299,9.403199046708725,2.7375227027719986,PG,SG,,21,15,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:39:24.163","2025-12-19 10:00:07.563",NULL,0
470,470,Alan,Scott,PF,"Two-Way Wing",119,UTST,22,4,Arizona,USA,6-6,4,71,14,13,14,11,21,14,9,11,B,40,33,16,33,65,7,10,0,,,0,0,Average,Average,Average,Average,"Never Studies",0,0,0,1,0,1,0,0,1,0,1,0,3,5.158072886803382,3.8032441130831014,9.607831278536494,C,PF,,26,7,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:43:10.487","2025-12-19 10:00:12.048",NULL,0
471,471,Steve,Carillo,PF,"Two-Way Wing",94,USF,22,4,,Spain,6-8,3,63,12,8,15,7,14,17,6,14,A+,52,48,8,48,94,12,13,0,,,0,0,Average,Average,Average,Average,"Values academics",0,0,0,1,1,1,0,0,1,1,0,1,5,7.121053038471557,5.663778524398097,5.26261004189446,PF,SF,,27,21,0,0,32,FSU,NULL,NULL,0,,0,0,0,,0,"2023-04-17 23:26:13.347","2025-12-13 10:00:20.084",NULL,0
