GameID,Season,Week,Letter,Match Type,Home Team Rank,Home Team,Away Team,AwayTeamRank,Conference Game,Neutral Site,Invitational,Conference Tournament,CBI,NIT,Tournament,National Champ,Listed Coach,Other Coach,Arena,City,State,GameTitle,Info,NextGameID,HoA
13849,2025,1,A,OOC,,CHSO,UNO,,0,0,0,0,0,0,0,0,AI,AI,Buccaneer Field House,Bules Creek,NC,,,0,
13850,2025,1,A,OOC,,CLEV,CINC,,0,0,0,0,0,0,0,0,AI,AI,Wolstein Center,Cleveland,OH,,,0,
13851,2025,1,A,OOC,,CMU,EVAN,,0,0,0,0,0,0,0,0,AI,AI,McGuirk Arena,Mount Pleasant,MI,,,0,
13852,2025,1,A,OOC,,COLG,ETAM,,0,0,0,0,0,0,0,0,Coach123,AI,Cotterell Court,Hamilton,NY,,,0,
13853,2025,1,A,OOC,,CONN,CCSU,,0,0,0,0,0,0,0,0,CoachCartier,AI,Harry A. Gampel Pavilion[e],Storrs[n 5],CT,,,0,
13854,2025,1,A,OOC,,COR,WEBB,,0,0,0,0,0,0,0,0,AI,AI,Newman Arena,Ithaca,NY,,,0,
13855,2025,1,A,OOC,,CREI,LUC,,0,0,0,0,0,0,0,0,AI,TheRealJT,CHI Health Center Omaha,Omaha,NE,,,0,
13856,2025,1,A,OOC,,CSU,LAF,,0,0,0,0,0,0,0,0,AI,AI,Moby Arena,Fort Collins,CO,,,0,
13857,2025,1,A,OOC,,CSUF,NDSU,,0,0,0,0,0,0,0,0,AI,AI,Titan Gym,Fullerton,CA,,,0,
13858,2025,1,A,OOC,,CUSE,BUFF,,0,0,0,0,0,0,0,0,AI,AI,JMA Wireless Dome,Syracuse,NY,,,0,
13859,2025,1,A,OOC,,DREX,MER,,0,0,0,0,0,0,0,0,AI,AI,Daskalakis Athletic Center,Philadelphia,PA,,,0,
13860,2025,1,A,OOC,,DUKE,SLU,,0,0,0,0,0,0,0,0,AI,AI,Cameron Indoor Stadium,Durham,NC,,,0,
13861,2025,1,A,OOC,,EKU,GONZ,,0,0,0,0,0,0,0,0,AI,Curby4,Alumni Coliseum,Richmond,KY,,,0,
13862,2025,1,A,OOC,,ELON,MCN,,0,0,0,0,0,0,0,0,AI,AI,Schar Center,Elon,NC,,,0,
13863,2025,1,A,OOC,,EWU,BOIS,,0,0,0,0,0,0,0,0,David VanHousen,AI,Reese Court,Cheney,WA,,,0,
13864,2025,1,A,OOC,,FGCU,USA,,0,0,0,0,0,0,0,0,AI,AI,Alico Arena,Fort Myers,FL,,,0,
13865,2025,1,A,OOC,,FIU,LIN,,0,0,0,0,0,0,0,0,AI,AI,Ocean Bank Convocation Center,Miami,FL,,,0,
13866,2025,1,A,OOC,,FUR,GRAM,,0,0,0,0,0,0,0,0,AI,AI,Timmons Arena,Greenville,SC,,,0,
13867,2025,1,A,OOC,,GAST,FAIR,,0,0,0,0,0,0,0,0,AI,AI,GA State Convocation Center,Atlanta,GA,,,0,
13868,2025,1,A,OOC,,GEOT,GW,,0,0,0,0,0,0,0,0,AI,AI,Capital One Arena,"WA, DC",DC,,,0,
13869,2025,1,A,OOC,,GT,PRST,,0,0,0,0,0,0,0,0,AI,AI,Hank McCamish Pavilion,Atlanta,GA,,,0,
13870,2025,1,A,OOC,,HAMP,SELA,,0,0,0,0,0,0,0,0,AI,AI,Hampton Convocation Center,Hampton,VA,,,0,
13871,2025,1,A,OOC,,HART,SHU,,0,0,0,0,0,0,0,0,AI,AI,Chase Arena,West Hartford,CT,,,0,
13872,2025,1,A,OOC,,HARV,CP,,0,0,0,0,0,0,0,0,AI,AI,Lavietes Pavilion,Cambridge,MA,,,0,
13873,2025,1,A,OOC,,HCU,COLU,,0,0,0,0,0,0,0,0,AI,AI,Sharp Gymnasium,Houston,TX,,,0,
13874,2025,1,A,OOC,,HOW,SJSU,,0,0,0,0,0,0,0,0,AI,AI,Burr Gymnasium,WA,DC,,,0,
13875,2025,1,A,OOC,,HP,ECU,,0,0,0,0,0,0,0,0,AI,ObliviousLAX,Nido & Mariana Qubein Arena and Conference Center,High Point,NC,,,0,
13876,2025,1,A,OOC,,IAST,DRKE,,0,0,0,0,0,0,0,0,AI,AI,Hilton Coliseum,Ames,IA,,,0,
13877,2025,1,A,OOC,,ILST,BGSU,,0,0,0,0,0,0,0,0,Ape,PoopyRhinoPickle,CEFCU Arena,Normal,IL,,,0,
13878,2025,1,A,OOC,,IND,INST,,0,0,0,0,0,0,0,0,Piercewise1,AI,Simon Skjodt Assembly Hall,Bloomington,IN,,,0,
13879,2025,1,A,OOC,,IONA,BALL,,0,0,0,0,0,0,0,0,AI,AI,Hynes Athletic Center,New Rochelle,NY,,,0,
13880,2025,1,A,OOC,,IOWA,UNI,,0,0,0,0,0,0,0,0,AI,AI,Carver–Hawkeye Arena,IA City,IA,,,0,
13881,2025,1,A,OOC,,IUPU,DART,,0,0,0,0,0,0,0,0,AI,AI,IN Farmers Coliseum,INpolis,IN,,,0,
13882,2025,1,A,OOC,,JOES,SJU,,0,0,0,0,0,0,0,0,AI,SyndaKyt,Hagan Arena,Philadelphia,PA,,,0,
13883,2025,1,A,OOC,,JST,NKU,,0,0,0,0,0,0,0,0,AI,AI,Pete Mathews Coliseum,Jacksonville,AL,,,0,
13884,2025,1,A,OOC,,JU,FLA,,0,0,0,0,0,0,0,0,Ricky Campbell,AI,Swisher Gymnasium,Jacksonville,FL,,,0,
13885,2025,1,A,OOC,,KENT,LU,,0,0,0,0,0,0,0,0,AI,AI,Memorial Athletic and Convocation Center,Kent,OH,,,0,
13886,2025,1,A,OOC,,KNSW,UWG,,0,0,0,0,0,0,0,0,AI,AI,KSU Convocation Center,Kennesaw,GA,,,0,
13887,2025,1,A,OOC,,KSST,ORU,,0,0,0,0,0,0,0,0,AI,AI,Bramlage Coliseum,Manhattan,KS,,,0,
13888,2025,1,A,OOC,,LAS,FAU,,0,0,0,0,0,0,0,0,AI,AI,Tom Gola Arena,Philadelphia,PA,,,0,
13889,2025,1,A,OOC,,LBSU,IDST,,0,0,0,0,0,0,0,0,AI,AI,Walter Pyramid,Long Beach,CA,,,0,
13890,2025,1,A,OOC,,LEM,MRSH,,0,0,0,0,0,0,0,0,AI,AI,Ted Grant Court,DeWitt,NY,,,0,
13891,2025,1,A,OOC,,LIU,L-MD,,0,0,0,0,0,0,0,0,AI,AI,Steinberg Wellness Center,Brooklyn,NY,,,0,
13892,2025,1,A,OOC,,LMU,DPU,,0,0,0,0,0,0,0,0,AI,AI,Gersten Pavilion,Los Angeles,CA,,,0,
13893,2025,1,A,OOC,,LR,UTSA,,0,0,0,0,0,0,0,0,AI,AI,Jack Stephens Center,Little Rock,AR,,,0,
13894,2025,1,A,OOC,,LSU,TLNE,,0,0,0,0,0,0,0,0,AI,kgreene829,Pete Maravich Assembly Center,Baton Rouge,LA,,,0,
13895,2025,1,A,OOC,,LT,EMU,,0,0,0,0,0,0,0,0,AI,AI,Thomas Assembly Center,Ruston,LA,,,0,
13896,2025,1,A,OOC,,MAN,BING,,0,0,0,0,0,0,0,0,AI,AI,Draddy Gymnasium,Riverdale,NY,,,0,
13897,2025,1,A,OOC,,MARQ,UTST,,0,0,0,0,0,0,0,0,AI,Ewade,Fiserv Forum,Milwaukee,WI,,,0,
13898,2025,1,A,OOC,,MASS,UML,,0,0,0,0,0,0,0,0,AI,AI,Mullins Center,Amherst,MA,,,0,
13899,2025,1,A,OOC,,ME,IDHO,,0,0,0,0,0,0,0,0,AI,AI,Cross Insurance Center,Orono,ME,,,0,
13900,2025,1,A,OOC,,MIAF,UCF,,0,0,0,0,0,0,0,0,AI,AI,Watsco Center,Coral Gables,FL,,,0,
13901,2025,1,A,OOC,,MIAO,GASO,,0,0,0,0,0,0,0,0,AI,AI,Millett Hall,Oxford,OH,,,0,
13902,2025,1,A,OOC,,MICH,OAK,,0,0,0,0,0,0,0,0,AI,AI,Crisler Center,Ann Arbor,MI,,,0,
13903,2025,1,A,OOC,,MILW,RICE,,0,0,0,0,0,0,0,0,AI,AI,UW–Milwaukee Panther Arena,Milwaukee,WI,,,0,
13904,2025,1,A,OOC,,MINN,STMN,,0,0,0,0,0,0,0,0,AI,AI,Williams Arena,Minneapolis,MN,,,0,
13905,2025,1,A,OOC,,MIST,DETM,,0,0,0,0,0,0,0,0,AI,AI,Breslin Student Events Center,East Lansing,MI,,,0,
13906,2025,1,A,OOC,,MIZZ,KANS,,0,0,0,0,0,0,0,0,AI,bundy,Mizzou Arena,Columbia,MO,,,0,
13907,2025,1,A,OOC,,MORE,WKU,,0,0,0,0,0,0,0,0,AI,AI,Ellis Johnson Arena,Morehead,KY,,,0,
13908,2025,1,A,OOC,,MRCY,RID,,0,0,0,0,0,0,0,0,AI,AI,Mercyhurst Athletic Center,Erie,PA,,,0,
13909,2025,1,A,OOC,,MRST,FDU,,0,0,0,0,0,0,0,0,AI,AI,McCann Arena,Poughkeepsie,NY,,,0,
13910,2025,1,A,OOC,,MSVU,TNST,,0,0,0,0,0,0,0,0,AI,AI,Harrison HPER Complex,Itta Bena,MS,,,0,
13911,2025,1,A,OOC,,MTSU,APSU,,0,0,0,0,0,0,0,0,AI,AI,Murphy Center,Murfreesboro,TN,,,0,
13912,2025,1,A,OOC,,MUR,AMER,,0,0,0,0,0,0,0,0,AI,AI,CFSB Center,Murray,KY,,,0,
13913,2025,1,A,OOC,,NAU,AZST,,0,0,0,0,0,0,0,0,AI,AI,Walkup Skydome,Flagstaff,AZ,,,0,
13914,2025,1,A,OOC,,NAVY,VMI,,0,1,0,0,0,0,0,0,AI,AI,USS Abraham Lincoln,San Diego,CA,,,0,
13915,2025,1,A,OOC,,NCAT,USI,,0,0,0,0,0,0,0,0,AI,AI,Corbett Sports Center,Greensboro,NC,,,0,
13916,2025,1,A,OOC,,NCST,NCCU,,0,0,0,0,0,0,0,0,AI,AI,PNC Arena,Raleigh,NC,,,0,
13917,2025,1,A,OOC,,ND,OHST,,0,0,0,0,0,0,0,0,AI,AI,Edmund P. Joyce Center,South Bend,IN,,,0,
13918,2025,1,A,OOC,,NE,DSU,,0,0,0,0,0,0,0,0,AI,AI,Matthews Arena,Boston,MA,,,0,
13919,2025,1,A,OOC,,NEB,MOST,,0,0,0,0,0,0,0,0,huskersax,AI,Pinnacle Bank Arena,Lincoln,NE,,,0,
13920,2025,1,A,OOC,,NEV,DU,,0,0,0,0,0,0,0,0,AI,AI,Lawlor Events Center,Reno,NV,,,0,
13921,2025,1,A,OOC,,NIA,DEL,,0,0,0,0,0,0,0,0,AI,AI,Gallagher Center,Lewiston,NY,,,0,
13922,2025,1,A,OOC,,NICH,LONG,,0,0,0,0,0,0,0,0,AI,AI,Stopher Gymnasium,Thibodaux,LA,,,0,
13923,2025,1,A,OOC,,NIU,SIU,,0,0,0,0,0,0,0,0,AI,AI,Convocation Center,DeKalb,IL,,,0,
13924,2025,1,A,OOC,,NJIT,MRMK,,0,0,0,0,0,0,0,0,AI,AI,Wellness and Events Center,Newark,NJ,,,0,
13925,2025,1,A,OOC,,NMSU,TCU,,0,0,0,0,0,0,0,0,AI,AI,Pan American Center,Las Cruces,NM,,,0,
13926,2025,1,A,OOC,,NORF,DUQ,,0,0,0,0,0,0,0,0,AI,AI,Joseph G. Echols Memorial Hall,Norfolk,VA,,,0,
13927,2025,1,A,OOC,,NW,BRAD,,0,0,0,0,0,0,0,0,AI,AI,Welsh–Ryan Arena,Evanston,IL,,,0,
13928,2025,1,A,OOC,,NWST,MONM,,0,0,0,0,0,0,0,0,AI,AI,Prather Coliseum,Natchitotches,LA,,,0,
13929,2025,1,A,OOC,,ODU,VT,,0,0,0,0,0,0,0,0,AI,AI,Chartway Arena,Norfolk,VA,,,0,
13930,2025,1,A,OOC,,OHIO,YSU,,0,0,0,0,0,0,0,0,AI,AI,Convocation Center,Athens,OH,,,0,
13931,2025,1,A,OOC,,OKLA,TULS,,0,0,0,0,0,0,0,0,AI,AI,Lloyd Noble Center,Norman,OK,,,0,
13932,2025,1,A,OOC,,OKST,UNOM,,0,0,0,0,0,0,0,0,AI,AI,Gallagher-Iba Arena,Stillwater,OK,,,0,
13933,2025,1,A,OOC,,OREG,CSUN,,0,0,0,0,0,0,0,0,AI,AI,Matthew Knight Arena,Eugene,OR,,,0,
13934,2025,1,A,OOC,,PAC,WIU,,0,0,0,0,0,0,0,0,AI,AI,Alex G. Spanos Center,Stockton,CA,,,0,
13935,2025,1,A,OOC,,PENN,LEH,,0,0,0,0,0,0,0,0,AI,AI,Palestra,Philadelphia,PA,,,0,
13936,2025,1,A,OOC,,PFW,UNT,,0,0,0,0,0,0,0,0,AI,AI,Hilliard Gates Sports Center,Fort Wayne,IN,,,0,
13937,2025,1,A,OOC,,PRE,CIT,,0,0,0,0,0,0,0,0,AI,AI,Templeton Physical Education Center,Clinton,SC,,,0,
13938,2025,1,A,OOC,,PRIN,ILLI,,0,0,0,0,0,0,0,0,AI,nemolee.exe,Jadwin Gymnasium,Princeton,NJ,,,0,
13939,2025,1,A,OOC,,PROV,SBON,,0,0,0,0,0,0,0,0,AI,AI,Amica Mutual Pavilion,Providence,RI,,,0,
13940,2025,1,A,OOC,,PURD,WAST,,0,0,0,0,0,0,0,0,MasonAsher,TuscanSota,Mackey Arena,West Lafayette,IN,,,0,
13941,2025,1,A,OOC,,QUIN,UNH,,0,0,0,0,0,0,0,0,AI,AI,People's United Center,Hamden,CT,,,0,
13942,2025,1,A,OOC,,RICH,QUOC,,0,0,0,0,0,0,0,0,AI,AI,Robins Center,Richmond,VA,,,0,
13943,2025,1,A,OOC,,RMU,HC,,0,0,0,0,0,0,0,0,AI,AI,UPMC Events Center,Moon Township,PA,,,0,
13944,2025,1,A,OOC,,RUTG,HOF,,0,0,0,0,0,0,0,0,AI,AI,Jersey Mike's Arena,Piscataway,NJ,,,0,
13945,2025,1,A,OOC,,SAMO,CHAM,,0,0,0,0,0,0,0,0,AI,AI,Dole Center,Pago Pago,AS,,,0,
13946,2025,1,A,OOC,,SCU,TXSO,,0,0,0,0,0,0,0,0,AI,AI,Leavey Center,Santa Clara,CA,,,0,
13947,2025,1,A,OOC,,SDSU,UCSD,,0,0,0,0,0,0,0,0,AI,AI,Viejas Arena,San Diego,CA,,,0,
13948,2025,1,A,OOC,,SEAU,UNCG,,0,0,0,0,0,0,0,0,AI,AI,Climate Pledge Arena,Seattle,WA,,,0,
13949,2025,1,A,OOC,,SEMO,KCU,,0,0,0,0,0,0,0,0,AI,AI,Show Me Center,Cape Girardeau,MO,,,0,
13950,2025,1,A,OOC,,SFA,SHSU,,0,0,0,0,0,0,0,0,AI,AI,William R. Johnson Coliseum,Nacogdoches,TX,,,0,
13951,2025,1,A,OOC,,SIE,BRY,,0,0,0,0,0,0,0,0,AI,AI,MVP Arena,Loudonville,NY,,,0,
13952,2025,1,A,OOC,,SIUE,UPST,,0,0,0,0,0,0,0,0,AI,AI,Vadalabene Center,Edwardsville,IL,,,0,
13953,2025,1,A,OOC,,SMC,TLDO,,0,0,0,0,0,0,0,0,believer,AI,University Credit Union Pavilion,Moraga,CA,,,0,
13954,2025,1,A,OOC,,SMU,WMU,,0,0,0,0,0,0,0,0,jw1952tx,Jieret,Moody Coliseum,University Park,TX,,,0,
13955,2025,1,A,OOC,,SOCA,SCST,,0,0,0,0,0,0,0,0,AI,AI,Colonial Life Arena,Columbia,SC,,,0,
13956,2025,1,A,OOC,,SOU,PORT,,0,0,0,0,0,0,0,0,AI,AI,F. G. Clark Center,Baton Rouge,LA,,,0,
13957,2025,1,A,OOC,,SPU,SFPA,,0,0,0,0,0,0,0,0,AI,AI,Yanitelli Center,Jersey City,NJ,,,0,
13958,2025,1,A,OOC,,SSU,STAN,,0,0,0,0,0,0,0,0,AI,AI,Hornets Nest,Sacramento,CA,,,0,
13959,2025,1,A,OOC,,STBK,SAM,,0,0,0,0,0,0,0,0,AI,AI,Island Federal Credit Union Arena,Stony Brook,NY,,,0,
13960,2025,1,A,OOC,,STO,ULM,,0,0,0,0,0,0,0,0,AI,AI,Merkert Gymnasium,Easton,MA,,,0,
13961,2025,1,A,OOC,,TAMU,UHOU,,0,0,0,0,0,0,0,0,AI,Mahrowkeen,Reed Arena,College Station,TX,,,0,
13962,2025,1,A,OOC,,TAR,FAMU,,0,0,0,0,0,0,0,0,AI,AI,Wisdom Gymnasium,Stephenville,TX,,,0,
13963,2025,1,A,OOC,,TEMP,PITT,,0,0,0,0,0,0,0,0,SandyToez,AI,Liacouras Center[a],Philadelphia,PA,,,0,
13964,2025,1,A,OOC,,TENN,UTC,,0,1,0,0,0,0,0,0,tsweezy,AI,Thompson–Boling Arena,Knoxville,TN,,,0,
13965,2025,1,A,OOC,,TEX,RGV,,0,0,0,0,0,0,0,0,AI,AI,Moody Center,Austin,TX,,,0,
13966,2025,1,A,OOC,,TNTC,BCU,,0,0,0,0,0,0,0,0,AI,AI,Eblen Center,Cookeville,TN,,,0,
13967,2025,1,A,OOC,,TOW,SF,,0,0,0,0,0,0,0,0,AI,AI,SECU Arena,Towson,MD,,,0,
13968,2025,1,A,OOC,,UAB,MSST,,0,0,0,0,0,0,0,0,AI,AI,Bartow Arena,Birmingham,AL,,,0,
13969,2025,1,A,OOC,,UAPB,SUU,,0,0,0,0,0,0,0,0,AI,AI,K. L. Johnson Complex,Pine Bluff,AR,,,0,
13970,2025,1,A,OOC,,UCD,FRES,,0,0,0,0,0,0,0,0,AI,AI,The Pavilion at ARC,Davis,CA,,,0,
13971,2025,1,A,OOC,,UCI,UCLA,,0,0,0,0,0,0,0,0,subsequent,jmjacobs,Bren Events Center,Irvine,CA,,,0,
13972,2025,1,A,OOC,,UCSB,UTEP,,0,0,0,0,0,0,0,0,AI,AI,UC Santa Barbara Events Center,Santa Barbara,CA,,,0,
13973,2025,1,A,OOC,,UIC,CHST,,0,0,0,0,0,0,0,0,AI,AI,Credit Union 1 Arena,Chicago,IL,,,0,
13974,2025,1,A,OOC,,UKEN,BELL,,0,0,0,0,0,0,0,0,Ezaco,AI,Rupp Arena,Lexington,KY,,,0,
13975,2025,1,A,OOC,,ULL,PEPP,,0,0,0,0,0,0,0,0,AI,AI,Cajundome,Lafayette,LA,,,0,
13976,2025,1,A,OOC,,UMBC,COPP,,0,0,0,0,0,0,0,0,Rocketcan,AI,Chesapeake Employers Insurance Arena,Baltimore County,MD,,,0,
13977,2025,1,A,OOC,,UMD,MSM,,0,0,0,0,0,0,0,0,AI,AI,Xfinity Center,College Park,MD,,,0,
13978,2025,1,A,OOC,,UMES,RAD,,0,0,0,0,0,0,0,0,AI,AI,Hytche Athletic Center,Princess Anne,MD,,,0,
13979,2025,1,A,OOC,,UNA,BAMA,,0,0,0,0,0,0,0,0,AI,thatfunk,Flowers Hall,Florence,AL,,,0,
13980,2025,1,A,OOC,,UNC,UGA,,0,0,0,0,0,0,0,0,AI,Sarge,Dean Smith Center,Chapel Hill,NC,,,0,
13981,2025,1,A,OOC,,UNCO,COLO,,0,0,0,0,0,0,0,0,AI,Bingo415,Bank of CO Arena,Greeley,CO,,,0,
13982,2025,1,A,OOC,,UNCW,WCU,,0,0,0,0,0,0,0,0,AI,AI,Trask Coliseum,Wilmington,NC,,,0,
13983,2025,1,A,OOC,,UND,MONT,,0,0,0,0,0,0,0,0,AI,AI,Betty Engelstad Sioux Center,Grand Forks,ND,,,0,
13984,2025,1,A,OOC,,UNF,VILL,,0,0,0,0,0,0,0,0,AI,AI,UNF Arena,Jacksonville,FL,,,0,
13985,2025,1,A,OOC,,UNLV,CSUB,,0,0,0,0,0,0,0,0,AI,AI,Thomas & Mack Center,Las Vegas[n 6],NV,,,0,
13986,2025,1,A,OOC,,UNM,MTST,,0,0,0,0,0,0,0,0,AI,AI,The Pit,Albuquerque,NM,,,0,
13987,2025,1,A,OOC,,UOG,HAWI,,0,0,0,0,0,0,0,0,AI,AI,Calvo Field House,Mangilao,GM,,,0,
13988,2025,1,A,OOC,,USD,PNST,,0,0,0,0,0,0,0,0,AI,AI,Jenny Craig Pavilion,San Diego,CA,,,0,
13989,2025,1,A,OOC,,USF,UV,,0,0,0,0,0,0,0,0,AI,iToxickiddy,Yuengling Center,Tampa,FL,,,0,
13990,2025,1,A,OOC,,USM,MISS,,0,0,0,0,0,0,0,0,AI,AI,Reed Green Coliseum,Hattiesburg,MS,,,0,
13991,2025,1,A,OOC,,UTA,TXST,,0,0,0,0,0,0,0,0,AI,AI,College Park Center,Arlington,TX,,,0,
13992,2025,1,A,OOC,,UTM,ETSU,,0,0,0,0,0,0,0,0,AI,AI,Kathleen and Tom Elam Center,Martin,TN,,,0,
13993,2025,1,A,OOC,,UTU,JXST,,0,0,0,0,0,0,0,0,AI,AI,Burns Arena,St. George,UT,,,0,
13994,2025,1,A,OOC,,UVA,WVU,,0,0,0,0,0,0,0,0,Wahoo,smackemz3,John Paul Jones Arena,Charlottesville,VA,,,0,
13995,2025,1,A,OOC,,UVU,PV,,0,0,0,0,0,0,0,0,AI,AI,UCCU Center,Orem,UT,,,0,
13996,2025,1,A,OOC,,VAL,HALL,,0,0,0,0,0,0,0,0,AI,AI,Athletics–Recreation Center,Valparaiso,IN,,,0,
13997,2025,1,A,OOC,,VAND,BEL,,0,0,0,0,0,0,0,0,AI,AI,Memorial Gymnasium,Nashville,TN,,,0,
13998,2025,1,A,OOC,,VCU,WAKE,,0,0,0,0,0,0,0,0,AI,Qupax,Siegel Center,VA,VA,,,0,
13999,2025,1,A,OOC,,W&M,JMU,,0,0,0,0,0,0,0,0,AI,AI,Kaplan Arena,Williamsburg,VA,,,0,
14000,2025,1,A,OOC,,WEB,UTAH,,0,0,0,0,0,0,0,0,AI,SageBow,Dee Events Center,Ogden,UT,,,0,
14001,2025,1,A,OOC,,WICH,LOU,,0,0,0,0,0,0,0,0,AI,kmatt,Charles Koch Arena[b],Wichita,KS,,,0,
14002,2025,1,A,OOC,,WIN,UCR,,0,0,0,0,0,0,0,0,AI,AI,Winthrop Coliseum,Rock Hill,SC,,,0,
14003,2025,1,A,OOC,,WISC,UWGB,,0,0,0,0,0,0,0,0,AI,AI,Kohl Center,Madison,WI,,,0,
14004,2025,1,A,OOC,,WOF,COFC,,0,0,0,0,0,0,0,0,AI,AI,Jerry Richardson Indoor Stadium,Spartanburg,SC,,,0,
14005,2025,1,A,OOC,,WRST,TTU,,0,0,0,0,0,0,0,0,AI,AI,Nutter Center,Fairborn,OH,,,0,
14006,2025,1,A,OOC,,WYOM,SDST,,0,0,0,0,0,0,0,0,AI,Minnow,Arena-Auditorium,Laramie,WY,,,0,
14007,2025,1,A,OOC,,XAV,DAY,,0,0,0,0,0,0,0,0,AI,AI,Cintas Center,Cincinnati,OH,,,0,
14008,2025,1,A,OOC,,YALE,TROY,,0,0,0,0,0,0,0,0,AI,AI,John J. Lee Amphitheater,New Haven,CT,,,0,
14009,2025,1,A,OOC,,ZONA,WASH,,0,0,0,0,0,0,0,0,AI,AI,McKale Center,Tucson,AZ,,,0,
14010,2025,1,B,OOC,,MIST,KANS,,0,1,0,0,0,0,0,0,AI,bundy,Gainbridge Fieldhouse,Indianapolis,IN,Champions Classic,,0,
14011,2025,1,B,OOC,,UKEN,DUKE,,0,1,0,0,0,0,0,0,Ezaco,AI,Gainbridge Fieldhouse,Indianapolis,IN,Champions Classic,,0,
14012,2025,1,B,OOC,,FRES,FGCU,,0,1,0,0,0,0,0,0,AI,AI,Amway Center,Orlando,FL,Magic Kingdom Classic,,0,
14013,2025,1,B,OOC,,AAMU,WAKE,,0,0,0,0,0,0,0,0,AI,Qupax,AL A&M Events Center,Huntsville,AL,,,0,
14014,2025,1,B,OOC,,ACU,DU,,0,0,0,0,0,0,0,0,AI,AI,Moody Coliseum,Abilene,TX,,,0,
14015,2025,1,B,OOC,,AKRN,IUPU,,0,0,0,0,0,0,0,0,AI,AI,James A. Rhodes Arena,Akron,OH,,,0,
14016,2025,1,B,OOC,,APSU,RAD,,0,0,0,0,0,0,0,0,AI,AI,Dunn Center,Clarksville,TN,,,0,
14017,2025,1,B,OOC,,ARK,RICE,,0,0,0,0,0,0,0,0,kwheeler,AI,Bud Walton Arena,Fayetteville,AR,,,0,
14018,2025,1,B,OOC,,ARST,UTSA,,0,0,0,0,0,0,0,0,AI,AI,First National Bank Arena,Jonesboro,AR,,,0,
